filename,angry_prob,happy_prob,relaxed_prob,sad_prob
2745997867_c92a674092_b.jpg,0.95,0.02,0.02,0.01
2480095466_3f7e6443c2_b.jpg,0.05,0.7,0.2,0.05
7932080104_de692ca745_b.jpg,0.9,0.03,0.05,0.02
Wy3U5OyutSBk6o3oDILPcfcSwtvNdn105.jpg,0.85,0.05,0.05,0.05
3684446694_c2983b3533_b.jpg,0.0,0.9,0.1,0.0
1167489043_27a93b8ef4_b.jpg,0.85,0.05,0.05,0.05
5234784760_cb5983b13b_b.jpg,0.6,0.05,0.2,0.15
2tGMhtdM6yMN3Ih89Z389Dc00mhNvs234.jpg,0.8,0.05,0.05,0.1
21656499758_4cda752b41_b.jpg,0.9,0.03,0.04,0.03
tUTwULjZiS8CR3eZD8qIzP9q22B1OU104.jpg,0.93,0.03,0.03,0.01
19471193336_abaa7095a5_b.jpg,0.7,0.1,0.1,0.1
8014716475_b1d7ff57a0_b.jpg,0.95,0.02,0.02,0.01
5688080001_213d3f8e49_b.jpg,0.85,0.05,0.05,0.05
0da4j6Ehkb6Ml0YBRiWmsBU2wEMoXP409.jpg,0.9,0.05,0.03,0.02
1Rrc95i0R7xsjSQszhHQeH97EfdGMy728.jpg,0.7,0.15,0.05,0.1
4fjNxozcTnE8uSUYHyJRbVG1jAh8q9789.jpg,0.92,0.03,0.03,0.02
0AvKtuzA7LfxnKaO0bey9mQMLnxXad73.jpg,0.95,0.02,0.02,0.01
31813185843_a2e812ed4e_b.jpg,0.95,0.0,0.0,0.05
D5PB7m3le4dFhX1azEQSBPXoIcNHJJ42.jpg,0.05,0.7,0.2,0.05
fHl3UF2zjFgxOfXBHm71CgZL7CtWeu784.jpg,0.05,0.1,0.8,0.05
M9VlDgM74zc4ebnAF5EP79RUTOeVBf217.jpg,0.2,0.6,0.15,0.05
8530580054_b61f490e5f_b.jpg,0.9,0.03,0.02,0.05
5499177969_528165b325_b.jpg,0.7,0.05,0.1,0.15
cn5XveEZjHJLNXtTPMNqMnT0pQ2vE0205.jpg,0.9,0.03,0.04,0.03
8028666809_c54b2ff535_b.jpg,0.6,0.3,0.05,0.05
8569116555_4c072a8fdc_b.jpg,0.7,0.1,0.1,0.1
S562HCKqyezgCignATVVlfya5DYy2n628.jpg,0.9,0.05,0.03,0.02
eNA8tpkDuU1glbLzPiD1HFWbiYyxtm508.jpg,0.05,0.3,0.6,0.05
71854612_98f81493d7_b.jpg,0.9,0.03,0.03,0.04
2301008566_de344de76f_b.jpg,0.6,0.2,0.1,0.1
5141666711_b78440b2ee_b.jpg,0.85,0.05,0.05,0.05
dlnW2BlV19g8GCkWdbRWV2YojaNY4T43.jpg,0.85,0.05,0.06,0.04
DqQPUEmJOqmkMluIt3I53LimnT4VLl165.jpg,0.88,0.05,0.04,0.03
6003403954_3a10ee1234_b.jpg,0.5,0.1,0.3,0.1
29876822064_338ab6a9e4_b.jpg,0.8,0.05,0.05,0.1
0C9jEgFQHsh36W5U2u5CA98lB7C5eX806.jpg,0.05,0.2,0.7,0.05
lp2VpbxUDw41VRL8V5qZWIgWxUUW2K733.jpg,0.85,0.08,0.04,0.03
WInhBa6dKKqby5aOxZwZXOH7mvEasa125.jpg,0.6,0.25,0.1,0.05
4826952594_a750bd8d3f_b.jpg,0.9,0.03,0.04,0.03
2340159135_7e5a9ea6c6_b.jpg,0.9,0.03,0.04,0.03
34608651282_7b85c557f6_b.jpg,0.6,0.1,0.1,0.2
eW8CFuQ6mq3JjhZ1bNeJLcnRobgBQk53.jpg,0.9,0.03,0.04,0.03
349972856_529f630bcf_b.jpg,0.8,0.05,0.1,0.05
7382252800_97e161cc04_b.jpg,0.0,0.9,0.1,0.0
15906296515_3e21bc0d99_b.jpg,0.02,0.8,0.15,0.03
23962963366_ceda8abae5_b.jpg,0.0,0.7,0.3,0.0
2612864628_f0ecc2106a_b.jpg,0.02,0.85,0.1,0.03
6175018371_0650ab684e_b.jpg,0.0,0.85,0.15,0.0
4693515390_f0a585740c_b.jpg,0.05,0.6,0.3,0.05
268346956_b4ff76c00e_b.jpg,0.01,0.9,0.08,0.01
28173142505_b9c85e0215_b.jpg,0.2,0.7,0.1,0.0
6280505350_19c7cdc644_b.jpg,0.0,0.86,0.13,0.01
8856351826_00b87bc348_b.jpg,0.0,0.6,0.3,0.1
4104187038_0acb5c9a89_b.jpg,0.0,0.7,0.3,0.0
3536859673_55a3807bed_b.jpg,0.01,0.85,0.13,0.01
8127193987_22dd12823d_b.jpg,0.0,0.8,0.15,0.05
6879251064_9560fc4746_b.jpg,0.03,0.85,0.1,0.02
4840541985_fccdd43a1a_b.jpg,0.03,0.8,0.15,0.02
5248998053_52333fb28b_b.jpg,0.0,0.85,0.15,0.0
312490645_a04f39d450_b.jpg,0.0,0.9,0.1,0.0
500659669_b06be67e52_b.jpg,0.0,0.9,0.1,0.0
536054701_6054a07ed8_b.jpg,0.0,0.85,0.15,0.0
30210864673_ed20a8692d_b.jpg,0.01,0.8,0.16,0.03
8352337886_0be5d75536_b.jpg,0.0,0.9,0.1,0.0
16139503352_15c6569671_b.jpg,0.0,0.9,0.09,0.01
5372213636_80ba011f46_b.jpg,0.0,0.9,0.08,0.02
4630107664_120f5b4d00_b.jpg,0.0,0.8,0.2,0.0
418061349_13bb3e9e5c_b.jpg,0.0,0.6,0.35,0.05
43682551332_3d0e1b2e08_b.jpg,0.0,0.95,0.05,0.0
9626001356_99b68564e2_b.jpg,0.02,0.85,0.1,0.03
3051519897_98a09f9e81_b.jpg,0.0,0.9,0.1,0.0
6084787268_c9c87c3050_b.jpg,0.0,0.8,0.2,0.0
5452466933_689c8456a0_b.jpg,0.0,0.9,0.1,0.0
4222668571_2c439cc31f_b.jpg,0.0,0.9,0.1,0.0
44279320581_109b51092c_b.jpg,0.0,0.9,0.08,0.02
26601024449_55088017b2_b.jpg,0.0,0.85,0.15,0.0
51158687229_143e9e9e4d_b.jpg,0.0,0.9,0.1,0.0
6801353062_1c97e095c5_b.jpg,0.0,0.92,0.07,0.01
1499022_5bead74eca_b.jpg,0.0,0.9,0.1,0.0
5934551105_42a9b744b8_b.jpg,0.0,0.86,0.12,0.02
7461722202_cc1cf2353f_b.jpg,0.0,0.8,0.2,0.0
3939913186_4ded85e010_b.jpg,0.0,0.8,0.15,0.05
9340134392_4b908c3e35_b.jpg,0.0,0.88,0.12,0.0
29776308311_bb5ba1f4e8_b.jpg,0.01,0.85,0.1,0.04
24114596917_431a7e4b6f_b.jpg,0.0,0.9,0.1,0.0
2157976043_d4f899517f_b.jpg,0.0,0.6,0.35,0.05
22537418867_a6e4005f49_b.jpg,0.02,0.85,0.1,0.03
19541318371_3eb98259ac_b.jpg,0.02,0.8,0.15,0.03
39295279361_2f4897d32c_b.jpg,0.0,0.85,0.1,0.05
177172600_4d009f098b_b.jpg,0.01,0.75,0.2,0.04
30140518667_bbec412c68_b.jpg,0.025,0.9,0.05,0.025
5779911520_0b9b9ed2a7_b.jpg,0.05,0.7,0.2,0.05
4796457105_0b1c1d494b_b.jpg,0.0,0.8,0.2,0.0
1863046545_4984e4dad6_b.jpg,0.02,0.85,0.1,0.03
6979432312_136b16fee7_b.jpg,0.03,0.8,0.15,0.02
31041915187_f40213f2dd_b.jpg,0.03,0.6,0.3,0.07
2365140935_0de338c7ac_b.jpg,0.0,0.6,0.3,0.1
15775987435_64f2722929_b.jpg,0.0,0.3,0.7,0.0
2307355401_b7a8907d79_b.jpg,0.0,0.85,0.1,0.05
43469192432_e8ab3c1080_b.jpg,0.0,0.8,0.15,0.05
7449473236_830d7f244f_b.jpg,0.02,0.9,0.06,0.02
4907273712_54a1841b4a_b.jpg,0.01,0.9,0.08,0.01
26315546522_ce1fce14fb_b.jpg,0.01,0.9,0.07,0.02
8237932229_ceaffa1a3f_b.jpg,0.0,0.9,0.1,0.0
15253828499_736d7d0848_b.jpg,0.05,0.85,0.07,0.03
33612075614_31cee52a70_b.jpg,0.02,0.8,0.15,0.03
5900128803_93de278917_b.jpg,0.02,0.85,0.1,0.03
7964622632_bf0796b00b_b.jpg,0.02,0.6,0.35,0.03
4395905075_768fa32039_b.jpg,0.0,0.85,0.1,0.05
17457756354_bc926c9306_b.jpg,0.0,0.7,0.2,0.1
6108121588_74e4697dcf_b.jpg,0.0,0.9,0.1,0.0
8530580616_25465ae6e8_b.jpg,0.2,0.7,0.05,0.05
7863257430_17fb96d747_b.jpg,0.05,0.7,0.2,0.05
6002467890_917b903290_b.jpg,0.02,0.8,0.15,0.03
2677378730_44183963e7_b.jpg,0.03,0.8,0.15,0.02
9842795456_66731ec542_b.jpg,0.01,0.88,0.1,0.01
3154673503_f7531f3b4c_b.jpg,0.0,0.85,0.15,0.0
38052008254_38bb3f9901_b.jpg,0.0,0.9,0.1,0.0
4609949078_9bf1249f84_b.jpg,0.0,0.9,0.1,0.0
16377616840_2a81e59cd8_b.jpg,0.03,0.8,0.15,0.02
33209756522_2efa1969f8_b.jpg,0.0,0.9,0.08,0.02
10005733405_81d43d7c81_b.jpg,0.03,0.8,0.15,0.02
5697633407_3b748eeda0_b.jpg,0.0,0.9,0.1,0.0
1419332185_0f58d7d135_b.jpg,0.01,0.9,0.07,0.02
21957453564_b3d02f1db1_b.jpg,0.0,0.7,0.25,0.05
43100491552_41ffdc099c_b.jpg,0.0,0.9,0.1,0.0
27662039929_c64174e2c7_b.jpg,0.0,0.85,0.1,0.05
27446627664_3a7b5d7bd9_b.jpg,0.05,0.6,0.3,0.05
33429603613_c183acd89b_b.jpg,0.0,0.8,0.2,0.0
6768209699_0033200192_b.jpg,0.02,0.75,0.2,0.03
13878183413_2c54b78b1c_b.jpg,0.0,0.9,0.1,0.0
9285603925_431449e119_b.jpg,0.05,0.75,0.15,0.05
5877233892_e3b929f01e_b.jpg,0.0,0.8,0.15,0.05
4759612544_04e07a57a6_b.jpg,0.0,0.8,0.2,0.0
27923288465_0f560d6d1f_b.jpg,0.01,0.85,0.12,0.02
5559170346_a344d99276_b.jpg,0.0,0.6,0.4,0.0
38527827160_ddef7c0550_b.jpg,0.0,0.8,0.2,0.0
7496489382_14cedcbaaa_b.jpg,0.0,0.93,0.07,0.0
33407816034_6d4a7f66b0_b.jpg,0.0,0.9,0.1,0.0
5342277894_541da5a7ec_b.jpg,0.0,0.9,0.08,0.02
18875572104_0af2b5182c_b.jpg,0.03,0.85,0.1,0.02
2818628382_df261c7d6e_b.jpg,0.01,0.9,0.08,0.01
14770822093_a16e04bf2e_b.jpg,0.02,0.85,0.12,0.01
5511608902_0314b21343_b.jpg,0.0,0.95,0.05,0.0
23100662870_779e525be8_b.jpg,0.02,0.85,0.1,0.03
448377001_f56e41b882_b.jpg,0.01,0.9,0.07,0.02
14638429596_54dd111cc0_b.jpg,0.0,0.8,0.2,0.0
1969287325_16a6b83149_b.jpg,0.0,0.8,0.2,0.0
5968954224_3559d2a93d_b.jpg,0.0,0.8,0.15,0.05
32900738733_e760048117_b.jpg,0.01,0.55,0.4,0.04
61985143_63ace9ff64_b.jpg,0.01,0.9,0.08,0.01
lpJDSTaEi3T3zza1l291Axmz4t8pfk768.jpg,0.02,0.8,0.15,0.03
14189841729_bafff6f76e_b.jpg,0.01,0.92,0.05,0.02
6100437547_1882ae40d6_b.jpg,0.01,0.9,0.07,0.02
2180607842_5139c156ca_b.jpg,0.02,0.9,0.06,0.02
15767950929_2bfc657291_b.jpg,0.0,0.6,0.3,0.1
5721040592_265d975378_b.jpg,0.01,0.6,0.35,0.04
21292986539_5bdeb7b57a_b.jpg,0.0,0.7,0.3,0.0
3745483936_3a85c21cd5_b.jpg,0.25,0.55,0.15,0.05
38704006325_95c307cf3b_b.jpg,0.0,0.9,0.1,0.0
2549190966_a8c160f6ab_b.jpg,0.05,0.7,0.2,0.05
1970625950_812c12a534_b.jpg,0.05,0.7,0.2,0.05
8592585185_9934d2f2b6_b.jpg,0.05,0.6,0.35,0.0
6156566792_973d9578e4_b.jpg,0.03,0.85,0.1,0.02
29712054868_f86c9c2100_b.jpg,0.0,0.9,0.1,0.0
44623791312_fb448a42a2_b.jpg,0.0,0.95,0.05,0.0
4625437_dc43c4cef1_b.jpg,0.01,0.8,0.17,0.02
412026082_565000e6f0_b.jpg,0.03,0.8,0.15,0.02
28500433660_2c0ecf2a4c_b.jpg,0.0,0.7,0.25,0.05
4586647932_e70e16f1cd_b.jpg,0.0,0.9,0.1,0.0
264466505_e45f8de112_b.jpg,0.0,0.9,0.1,0.0
2682731427_0cefb66204_b.jpg,0.0,0.75,0.2,0.05
29310123447_ed6bd0fb7f_b.jpg,0.0,0.9,0.1,0.0
5910350721_8abc26d691_b.jpg,0.02,0.9,0.07,0.01
2637860027_bc8f8a97eb_b.jpg,0.02,0.9,0.07,0.01
18184676328_ff95301bff_b.jpg,0.01,0.9,0.08,0.01
8167460374_ca4218c1eb_b.jpg,0.0,0.9,0.08,0.02
12624471993_6c7b99667a_b.jpg,0.0,0.95,0.05,0.0
7105772105_f9a1afaaed_b.jpg,0.03,0.7,0.25,0.02
4681249776_494f25d66c_b.jpg,0.02,0.9,0.06,0.02
1355493948_18634243ba_b.jpg,0.01,0.85,0.12,0.02
8741421824_b620816518_b.jpg,0.02,0.85,0.1,0.03
13508741863_587f77bee7_b.jpg,0.0,0.85,0.15,0.0
111230380_ed75278a86_b.jpg,0.01,0.92,0.05,0.02
6967648641_a85930d376_b.jpg,0.0,0.9,0.1,0.0
50994346991_9280ab13fc_b.jpg,0.03,0.8,0.15,0.02
38592667932_cd335e49ac_b.jpg,0.0,0.8,0.15,0.05
3297246315_786de56a24_b.jpg,0.02,0.85,0.1,0.03
4034831584_0ff79d0ecb_b.jpg,0.0,0.9,0.1,0.0
181848241_95131f0723_b.jpg,0.01,0.85,0.12,0.02
11281076793_07fdd0be32_b.jpg,0.03,0.85,0.1,0.02
9372191098_f69ff34602_b.jpg,0.02,0.6,0.35,0.03
6062817004_296b0d35fb_b.jpg,0.01,0.88,0.09,0.02
2467307882_b9fc4cdac3_b.jpg,0.02,0.85,0.1,0.03
5697542168_a5ed60eebd_b.jpg,0.0,0.8,0.2,0.0
7168911996_76dd9ce089_b.jpg,0.0,0.7,0.2,0.1
14095215181_28a71924de_b.jpg,0.0,0.8,0.2,0.0
5534722869_14cb26d34c_b.jpg,0.0,0.8,0.2,0.0
28543259192_b2645197b1_b.jpg,0.0,0.9,0.1,0.0
3280671159_6ef4699b5c_b.jpg,0.0,0.9,0.1,0.0
6076616083_59e84f67c6_b.jpg,0.0,0.95,0.05,0.0
16049481781_602a7ce047_b.jpg,0.0,0.8,0.18,0.02
7290808778_a1dbf7a514_b.jpg,0.03,0.85,0.08,0.04
35893194711_da4ca4e00a_b.jpg,0.01,0.9,0.08,0.01
34905492525_eca35c7c22_b.jpg,0.0,0.85,0.1,0.05
10503208235_b8c95212c3_b.jpg,0.0,0.9,0.09,0.01
423681259_2e399d3057_b.jpg,0.0,0.9,0.1,0.0
23110820634_ee32d37006_b.jpg,0.01,0.9,0.06,0.03
8641744284_24145d2569_b.jpg,0.05,0.7,0.2,0.05
25216579031_242ff758a7_b.jpg,0.0,0.8,0.2,0.0
23995337898_e7d9e86641_b.jpg,0.0,0.9,0.1,0.0
4638973553_317786681f_b.jpg,0.0,0.9,0.08,0.02
409146194_536a0ab8a9_b.jpg,0.05,0.7,0.2,0.05
22818866237_6d355a32cd_b.jpg,0.0,0.9,0.1,0.0
4436087631_6a41608028_b.jpg,0.0,0.9,0.1,0.0
25170184810_fce624872b_b.jpg,0.01,0.9,0.08,0.01
63617776_249e1dc0f8_b.jpg,0.05,0.6,0.3,0.05
8765558171_2390c7a096_b.jpg,0.0,0.9,0.08,0.02
8467563538_d855d83cd5_b.jpg,0.0,0.93,0.07,0.0
34760878186_3c455c62f4_b.jpg,0.03,0.85,0.1,0.02
27482755786_326d9ab764_b.jpg,0.01,0.9,0.08,0.01
3915076968_c6c81a8991_b.jpg,0.03,0.7,0.25,0.02
188701109_9791532ee6_b.jpg,0.0,0.9,0.1,0.0
2356235360_b0a9c40418_b.jpg,0.02,0.9,0.06,0.02
4862097842_a7a0fd80a4_b.jpg,0.1,0.6,0.3,0.0
6193536334_0df819ceca_b.jpg,0.05,0.6,0.3,0.05
3932547762_5712a8e628_b.jpg,0.0,0.9,0.1,0.0
2272294995_fd05a3e569_b.jpg,0.02,0.9,0.07,0.01
386422600_7d0cde27c7_b.jpg,0.0,0.8,0.18,0.02
14994556487_2eb6976760_b.jpg,0.0,0.75,0.2,0.05
3013864387_ee79132831_b.jpg,0.0,0.6,0.35,0.05
37152574170_043007db1d_b.jpg,0.0,0.75,0.2,0.05
3328650386_c16e475d99_b.jpg,0.03,0.8,0.15,0.02
34935228440_9d5e6f1a7d_b.jpg,0.0,0.85,0.15,0.0
2955066993_ab501fefd2_b.jpg,0.02,0.6,0.35,0.03
5714067614_95d6bd90d3_b.jpg,0.0,0.9,0.1,0.0
30243887878_54c1a24753_b.jpg,0.0,0.85,0.12,0.03
16158668541_64f3aebdd3_b.jpg,0.01,0.9,0.06,0.03
174568711_109659b522_b.jpg,0.01,0.88,0.1,0.01
49707301321_e0babb8950_b.jpg,0.03,0.8,0.15,0.02
5255826142_334346cc97_b.jpg,0.0,0.9,0.1,0.0
6726000691_2c354a53a6_b.jpg,0.02,0.85,0.1,0.03
39079478804_15852ce562_b.jpg,0.0,0.85,0.12,0.03
8690379185_a9d4bdb48f_b.jpg,0.0,0.8,0.15,0.05
6271397892_3f5209d655_b.jpg,0.0,0.9,0.1,0.0
39898608043_e983d01022_b.jpg,0.05,0.7,0.2,0.05
2151810671_4b1f430b55_b.jpg,0.0,0.9,0.1,0.0
2686648058_af04abb33b_b.jpg,0.05,0.7,0.2,0.05
12580049984_95dbed9108_b.jpg,0.05,0.75,0.15,0.05
428137571_90921614f1_b.jpg,0.03,0.85,0.11,0.01
2988724438_10e5a86446_b.jpg,0.0,0.9,0.1,0.0
6283758534_6b87fba093_b.jpg,0.0,0.85,0.15,0.0
6734258651_1d88f60e02_b.jpg,0.05,0.6,0.3,0.05
32636954214_d1fa720417_b.jpg,0.02,0.9,0.07,0.01
6784947424_168aa3cdc0_b.jpg,0.0,0.88,0.1,0.02
16890097171_282032de1b_b.jpg,0.03,0.85,0.1,0.02
2670144145_513200738f_b.jpg,0.01,0.7,0.25,0.04
5870441074_4341102a9e_b.jpg,0.0,0.9,0.1,0.0
2865118078_561c3c932a_b.jpg,0.0,0.9,0.1,0.0
30967375920_264335bb50_b.jpg,0.0,0.85,0.15,0.0
39295318071_fb15d6d9d2_b.jpg,0.01,0.88,0.08,0.03
7121622915_03d86a6bb7_b.jpg,0.02,0.8,0.15,0.03
1364633171_d54ae506b2_b.jpg,0.0,0.9,0.08,0.02
22100015995_df01f326d4_b.jpg,0.01,0.9,0.08,0.01
4961846880_32feb5ec6b_b.jpg,0.0,0.8,0.15,0.05
3691808505_5b73740194_b.jpg,0.0,0.85,0.1,0.05
6841308734_9f35a97f00_b.jpg,0.0,0.85,0.15,0.0
5910081851_2c750f17ec_b.jpg,0.03,0.8,0.15,0.02
15139403729_3f54a19037_b.jpg,0.02,0.85,0.1,0.03
6112520845_68841429b5_b.jpg,0.02,0.9,0.08,0.0
28331126567_50e851d34c_b.jpg,0.0,0.85,0.1,0.05
8733131885_f90f0d41cf_b.jpg,0.0,0.95,0.05,0.0
33272710575_48e033ab47_b.jpg,0.0,0.9,0.1,0.0
26450218557_a0cd1ec762_b.jpg,0.0,0.8,0.2,0.0
1352747267_9af088a572_b.jpg,0.0,0.9,0.1,0.0
47127721531_d234487816_b.jpg,0.0,0.8,0.15,0.05
15933248663_47026aac7b_b.jpg,0.01,0.9,0.08,0.01
4582964681_326b729b54_b.jpg,0.0,0.88,0.1,0.02
32991144523_e1c3b3267f_b.jpg,0.02,0.8,0.15,0.03
3378252792_28312d2270_b.jpg,0.01,0.9,0.07,0.02
447585008_17eed17ff8_b.jpg,0.0,0.85,0.1,0.05
9387369506_5b432b817d_b.jpg,0.02,0.7,0.25,0.03
7587169260_37e4247801_b.jpg,0.05,0.6,0.3,0.05
5471832215_0a625fcef3_b.jpg,0.02,0.86,0.1,0.02
4128803968_b9c96b485b_b.jpg,0.0,0.8,0.15,0.05
8063237303_6b07675560_b.jpg,0.02,0.85,0.11,0.02
2694084233_dd5a2919e2_b.jpg,0.0,0.4,0.6,0.0
1731032351_30249c165b_b.jpg,0.0,0.9,0.1,0.0
535442829_078508876b_b.jpg,0.0,0.9,0.1,0.0
52102099755_8fd5e57817_b.jpg,0.0,0.92,0.08,0.0
738239914_797a31e3c5_b.jpg,0.0,0.85,0.1,0.05
27606243281_621cbcbfd4_b.jpg,0.01,0.9,0.07,0.02
4517109130_a99acb5a5e_b.jpg,0.05,0.9,0.05,0.0
9860023075_734ee50e30_b.jpg,0.01,0.9,0.07,0.02
7004789406_b9e6db6fd0_b.jpg,0.0,0.9,0.1,0.0
5614406591_9df5c90564_b.jpg,0.02,0.88,0.08,0.02
8904888336_7cdd207018_b.jpg,0.0,0.85,0.15,0.0
40036436715_52f97462cb_b.jpg,0.1,0.8,0.1,0.0
1312764152_bf88cb9ece_b.jpg,0.15,0.6,0.2,0.05
5303046767_68e4ce1e89_b.jpg,0.0,0.8,0.15,0.05
40609834915_16eba0634d_b.jpg,0.0,0.9,0.1,0.0
11781132113_0ef94f61a2_b.jpg,0.05,0.6,0.3,0.05
422190141_747a1f6953_b.jpg,0.01,0.9,0.08,0.01
3185920705_22bc9b92ab_b.jpg,0.01,0.92,0.06,0.01
4382789440_9ec5483b18_b.jpg,0.02,0.9,0.06,0.02
14885498277_bc2ba419fc_b.jpg,0.02,0.9,0.07,0.01
2640310636_b0c6ccd44e_b.jpg,0.01,0.25,0.7,0.04
2734449243_0698dc4461_b.jpg,0.02,0.9,0.07,0.01
8606463401_38a841ef99_b.jpg,0.02,0.85,0.12,0.01
3220745927_52d0ccbae1_b.jpg,0.3,0.6,0.05,0.05
2267434346_540b03266a_b.jpg,0.0,0.8,0.15,0.05
9387029249_fac7f09616_b.jpg,0.0,0.9,0.1,0.0
8530611304_b0e9d5dc31_b.jpg,0.0,0.9,0.1,0.0
1837177423_5ccfa71e9a_b.jpg,0.01,0.9,0.08,0.01
8905969066_be29e2ff2a_b.jpg,0.0,0.95,0.05,0.0
4056735637_beeceea313_b.jpg,0.0,0.3,0.7,0.0
5044952524_a4dd3d76e3_b.jpg,0.02,0.8,0.15,0.03
141010710_0cfbc3c0f3_b.jpg,0.0,0.8,0.2,0.0
13572445653_71b1c475ed_b.jpg,0.02,0.9,0.06,0.02
6076628419_1ee924596f_b.jpg,0.0,0.8,0.15,0.05
39662384754_79534483db_b.jpg,0.02,0.85,0.1,0.03
39295259361_c2f40361b1_b.jpg,0.0,0.95,0.05,0.0
4285002136_5a2ea50ce3_b.jpg,0.03,0.8,0.15,0.02
15324091655_9ccd0c65eb_b.jpg,0.0,0.8,0.18,0.02
5532630235_8438ac1bd7_b.jpg,0.0,0.85,0.1,0.05
480891621_8f10bcbf3a_b.jpg,0.0,0.9,0.1,0.0
28831861343_fd05ed0c6f_b.jpg,0.0,0.9,0.08,0.02
15323709912_77fafb9d12_b.jpg,0.0,0.6,0.4,0.0
6329638674_d5a93640a8_b.jpg,0.01,0.86,0.1,0.03
30510978106_c660a5dae8_b.jpg,0.0,0.9,0.1,0.0
3904688508_009199a460_b.jpg,0.03,0.85,0.1,0.02
4549667596_7005488754_b.jpg,0.03,0.8,0.15,0.02
14940144622_4e92635479_b.jpg,0.0,0.85,0.15,0.0
435845853_37681c45c1_b.jpg,0.0,0.85,0.15,0.0
5648371301_bbdb6eb5bb_b.jpg,0.0,0.85,0.15,0.0
26572818931_4a5e13b02f_b.jpg,0.01,0.88,0.1,0.01
14552028052_22fe73d550_b.jpg,0.01,0.9,0.08,0.01
3720015000_98f70100a6_b.jpg,0.0,0.3,0.7,0.0
23889224132_487b741f4a_b.jpg,0.0,0.9,0.1,0.0
14572271281_9aa1c86bb6_b.jpg,0.03,0.8,0.15,0.02
22591405671_93f629e750_b.jpg,0.0,0.8,0.2,0.0
3898203340_6818bc60b7_b.jpg,0.01,0.9,0.08,0.01
131078853_202f7939f9_b.jpg,0.0,0.95,0.05,0.0
379355202_d272d0c161_b.jpg,0.01,0.9,0.07,0.02
18564289525_19fd2e8d21_b.jpg,0.02,0.85,0.11,0.02
3048149808_18d6fbaa50_b.jpg,0.05,0.8,0.1,0.05
13169230104_812406b321_b.jpg,0.0,0.7,0.25,0.05
42780958095_5868031682_b.jpg,0.0,0.9,0.1,0.0
4836601142_ba1117c635_b.jpg,0.0,0.85,0.15,0.0
13961598870_14b6bbd828_b.jpg,0.0,0.7,0.25,0.05
14440520985_d0f8abd800_b.jpg,0.0,0.85,0.15,0.0
1168346788_e003524920_b.jpg,0.03,0.85,0.1,0.02
22293481418_0436e231b6_b.jpg,0.0,0.85,0.15,0.0
24730858197_805312c569_b.jpg,0.02,0.6,0.38,0.0
4710758154_75ba72dc67_b.jpg,0.0,0.85,0.1,0.05
34614616696_0fcc84773c_b.jpg,0.0,0.9,0.1,0.0
4356415458_ff0c9f72be_b.jpg,0.0,0.9,0.1,0.0
2935654261_e1abc5ebba_b.jpg,0.0,0.9,0.08,0.02
42693849922_33c5d8104d_b.jpg,0.05,0.85,0.08,0.02
27122736021_d37a6d8684_b.jpg,0.01,0.9,0.08,0.01
5024957438_9644525568_b.jpg,0.0,0.9,0.1,0.0
5544007691_780085d531_b.jpg,0.1,0.7,0.2,0.0
41980009360_b9a64efa33_b.jpg,0.01,0.9,0.08,0.01
4681491305_259b56bc92_b.jpg,0.02,0.9,0.07,0.01
4824780077_1e8f119b17_b.jpg,0.0,0.8,0.15,0.05
14675024187_9573c9f794_b.jpg,0.0,0.8,0.2,0.0
8056963185_e9fe713bcd_b.jpg,0.01,0.8,0.19,0.0
29047840421_04364454b2_b.jpg,0.0,0.9,0.08,0.02
8678403201_e3b408da30_b.jpg,0.0,0.9,0.1,0.0
38050800951_39d2b8e129_b.jpg,0.0,0.8,0.2,0.0
419121810_da8805b0d1_b.jpg,0.01,0.9,0.07,0.02
36458513720_c8593a18f6_b.jpg,0.0,0.7,0.3,0.0
2237796285_4b2141fcd0_b.jpg,0.0,0.9,0.1,0.0
878536286_e296666bd2_b.jpg,0.05,0.6,0.3,0.05
9518172969_ede4795f68_b.jpg,0.03,0.85,0.1,0.02
39956645041_afd39fb6f6_b.jpg,0.02,0.75,0.2,0.03
3470459385_07a30c6db6_b.jpg,0.0,0.7,0.3,0.0
7034119135_372fce5df7_b.jpg,0.0,0.9,0.1,0.0
5067137529_6a07dafe06_b.jpg,0.05,0.7,0.2,0.05
50681549_1d6ac55634_b.jpg,0.0,0.8,0.15,0.05
8692578507_f0420382e6_b.jpg,0.1,0.6,0.3,0.0
27446786604_306614000e_b.jpg,0.01,0.7,0.25,0.04
16111315413_c1f224e4ef_b.jpg,0.05,0.6,0.3,0.05
33827400373_c29b7c997f_b.jpg,0.0,0.9,0.1,0.0
6918064677_74927052ba_b.jpg,0.03,0.75,0.2,0.02
8711368354_34f9c4788f_b.jpg,0.02,0.9,0.06,0.02
208511072_37f10c7eb1_b.jpg,0.0,0.8,0.2,0.0
3352533487_388067c001_b.jpg,0.0,0.9,0.1,0.0
28587231888_8df900def0_b.jpg,0.0,0.85,0.15,0.0
3729708432_8830e339a0_b.jpg,0.0,0.6,0.35,0.05
6232434368_a024ee061e_b.jpg,0.05,0.6,0.35,0.0
2922119733_1051332f52_b.jpg,0.0,0.85,0.1,0.05
1806739101_744901eb59_b.jpg,0.02,0.8,0.15,0.03
4704457724_e75b4f9175_b.jpg,0.0,0.9,0.1,0.0
6916536116_9e8ebe9e18_b.jpg,0.01,0.86,0.1,0.03
